podCount,alpha,density,replicaCount,nodeCount,CCR,speedHete,MPEFT,MPEFTusage,IPPTS,IPPTSusage,CUSTOM,CUSTOMusage
100,0.2,0.4,4,8,10.0,0.1,0,0.000,282189,0.639,0,0.000
100,0.2,0.4,4,8,10.0,0.1,300365,0.498,324172,0.454,296989,0.477
100,0.2,0.4,4,8,10.0,0.5,315135,0.818,312420,0.818,270170,0.897
100,0.2,0.4,4,8,10.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,0.5,338168,0.853,355315,0.823,312436,0.865
100,0.2,0.4,4,8,10.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,0.5,237145,0.494,241594,0.494,236034,0.499
100,0.2,0.4,4,8,10.0,0.5,234420,0.791,218954,0.861,205784,0.882
100,0.2,0.4,4,8,10.0,0.5,248442,0.568,251443,0.573,206002,0.594
100,0.2,0.4,4,8,10.0,0.5,162339,0.811,210776,0.630,149307,0.822
100,0.2,0.4,4,8,10.0,0.5,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,0.5,272959,0.480,292016,0.455,233137,0.521
100,0.2,0.4,4,8,10.0,1.0,279124,0.818,273726,0.829,235812,0.915
100,0.2,0.4,4,8,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,1.0,307002,0.858,323713,0.828,268370,0.923
100,0.2,0.4,4,8,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,1.0,208648,0.498,212050,0.487,200124,0.494
100,0.2,0.4,4,8,10.0,1.0,210786,0.862,186578,0.873,170077,0.904
100,0.2,0.4,4,8,10.0,1.0,211289,0.575,198311,0.580,182929,0.574
100,0.2,0.4,4,8,10.0,1.0,161869,0.668,168261,0.709,123715,0.891
100,0.2,0.4,4,8,10.0,1.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,1.0,254919,0.440,232634,0.499,219408,0.501
100,0.2,0.4,4,8,10.0,2.0,245168,0.796,234414,0.840,197043,0.927
100,0.2,0.4,4,8,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,2.0,273024,0.835,272125,0.846,204184,0.920
100,0.2,0.4,4,8,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,2.0,168084,0.492,172615,0.491,154380,0.503
100,0.2,0.4,4,8,10.0,2.0,157042,0.804,151414,0.844,128303,0.936
100,0.2,0.4,4,8,10.0,2.0,154904,0.584,164482,0.583,135768,0.604
100,0.2,0.4,4,8,10.0,2.0,139428,0.734,170464,0.611,99437,0.893
100,0.2,0.4,4,8,10.0,2.0,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,8,10.0,2.0,204042,0.461,198663,0.465,176855,0.502
100,0.2,0.4,4,16,0.5,0.1,164099,0.867,169619,0.838,172503,0.778
100,0.2,0.4,4,16,0.5,0.1,0,0.000,0,0.000,0,0.000
100,0.2,0.4,4,16,0.5,0.1,198010,0.692,196950,0.707,179735,0.714
